Provenance,Tool,Software,Vendor,Group,Integration,Band,Comp_or_Neural,X,Y,Recurrence,Inputs,Inference_Locus,Model_Backend,Date_Note,Source_URL,Status,Notes
survey 260812,ComfyUI LoRA-Guided,ComfyUI,Comfy Org,Image generation,addon,Conditioned,neural,3.5,2.5,iterative,"Trained LoRA weight patches (chainable LoraLoader nodes), per-patch strength, plus prompt","LoRA patches modify checkpoint and CLIP weights before sampling, steering style or subject toward the trained material; the prompt drives content within that steer. Patches can chain in one graph.",LoRA / Lycoris / loha / lokr patches over user-loaded checkpoints,LoRA loading documented in current ComfyUI examples,https://comfyanonymous.github.io/ComfyUI_examples/lora/,verified,"The supplied material is learned weights rather than an image — a distinct conditioning kind within the band. Candidate placement, held provisionally."
survey 260812,FLUX Kontext / Multi-Reference Editing,FLUX (BFL API / Playground; Kontext [dev] open weights),Black Forest Labs,Image generation,hosted service,Conditioned,neural,3.5,3.5,iterative,Input image(s) — up to ten references in FLUX.2 — plus text edit instruction; local edits addressed by instruction,"The model resolves a new rendering conditioned on supplied reference images and a text instruction, holding character and style across iterative edit turns without finetuning. Local edits can target a named region of the image.",FLUX.1 Kontext [pro]/[max]/[dev]; FLUX.2 multi-reference,"Kontext announced May 29, 2025; multi-reference (up to ten images) in FLUX.2, Nov 2025",https://bfl.ai/blog/flux-1-kontext,verified,"In-context editing: reference images govern identity and style, instruction governs the change. Candidate placement."
survey 260812,GPT Image Edit (image + mask),OpenAI API / ChatGPT,OpenAI,Image generation,hosted service,Conditioned,neural,4,3,iterative,"Uploaded image(s), optional mask, edit instruction","The model resolves an edited image conditioned on uploaded images and an instruction; a mask can bound the region open to resolution, and unmasked edits resolve against the whole source.",gpt-image-1 / gpt-image-2,Image-to-image editing in the gpt-image API since Apr 2025; carried into GPT Image 2 Apr 2026,https://developers.openai.com/api/docs/models/gpt-image-2,verified,"Instruction-driven editing: the mask bounds the region, the instruction rather than a control map governs content. Candidate placement."
survey 260812,Ideogram Canvas Magic Fill / Extend,Ideogram,Ideogram,Image generation,hosted service,Conditioned,neural,4.5,3.5,persistent,"Source image on canvas (uploaded or generated), painted fill region or extended borders, prompt",Magic Fill resolves replacement content inside a painted region conditioned on the surrounding image and prompt; Extend resolves continuation past the source borders. Both operate on uploaded and generated images on the canvas.,Ideogram 3.0,Magic Fill and Extend with 3.0 in Canvas announced Apr 2025 (vendor X post),https://x.com/ideogram_ai/status/1917985285679530232,verified,Anchored to masked inpainting (4.5/3.5); canvas workspace persists across edits.
survey 260812,Invoke Control Canvas,Invoke,Invoke AI,Image generation,core,Conditioned,hybrid,5.5,4.5,persistent,"Raster layers, inpaint masks, control layers (ControlNet drawn or converted on-layer), regional guidance masks with per-region prompts and IP adapters","Generation resolves onto a persistent layered canvas; inpaint masks, control layers, and regional guidance masks with per-region prompts govern where the model resolves and from what guidance. Each result composits back into the layer stack for further passes.","SD1.5, SDXL, FLUX",Control Layers in Invoke 4.2 (2024); Control Canvas in 5.0 (Oct 2024); releases through v6.12 by 2026,https://support.invoke.ai/support/solutions/articles/151000096682-control-canvas,verified,Layer stack persists across the session and accumulates generations — y above the masked-inpainting anchor for that reason. Candidate placement.
survey 260812,Krea Realtime Canvas,Krea,Krea,Image generation,hosted service,Conditioned,neural,4.5,8.5,persistent,"Sketch strokes, placed shapes and images on the canvas, text prompt; each stroke triggers regeneration","The model re-resolves the render on each stroke or object move, conditioned on the canvas state and prompt, at reported sub-50ms latency; source side and render side sit split-screen.","Krea 1 plus 64+ hosted third-party models (Flux, Ideogram, others)","iPad app with Apple Pencil early 2025; interface redesign with voice mode Mar 2026, per reviews",https://judyailab.com/en/posts/krea-ai-realtime-creative-studio/,verified,The category's clearest continuous case: inference recurs at drawing speed. Secondary sources for dates. Candidate placement.
survey 260812,Krea Realtime Edit,Krea,Krea,Image generation,hosted service,Conditioned,neural,4,8.5,persistent,"Brushstrokes painted over an existing image, streamed webcam or screen video, typed style prompts","Painted strokes, streamed video, or typed edits condition a continuous re-resolution of the target image; a rough shape can resolve into the named object, and a live feed can restyle to a prompt.",,"Launched Jan 20, 2026 (vendor blog)",https://www.krea.ai/blog/realtime-edit,verified,"Vendor framing: no generate button, response at hand speed. Editing counterpart to the realtime canvas row."
survey 260812,Leonardo Realtime Canvas,Leonardo.Ai,Leonardo.Ai (Canva),Image generation,hosted service,Conditioned,neural,4.5,8,persistent,"Live sketch strokes, guidance strength, prompt; inpainting, outpainting, and composite editing in the same workspace","The model re-resolves the image as strokes are drawn, conditioned on the current sketch state, guidance strength, and prompt. Inpainting and outpainting run in the same workspace.",Leonardo realtime pipeline (LCM-derived per earlier coverage); Phoenix for standard generation,Realtime Canvas predates 2025; Phoenix 2.0 early 2026 per reviews,https://knowara.com/ai-tools/image/leonardo-ai-review/,verified,Continuous re-resolution puts y in the frame-rate range (8+). Secondary sources; vendor feature page to be confirmed. Candidate placement.
survey 260812,Magnific Upscaler,Magnific,Magnific / Freepik,Image generation,hosted service,Conditioned,neural,6,2,single-pass,"Source image; creativity, resemblance, fractality sliders; precision and creative modes; optional guidance prompt","A diffusion pass resolves new texture and detail at higher resolution, conditioned on the source image; slider settings set how far resolved detail may depart from the source. Precision mode holds close to the source; creative mode invents plausible detail.",proprietary diffusion upscaling pipeline,Launched late 2023; acquired by Freepik 2024; 2026 coverage titles the platform 'Magnific (formerly Freepik)' — rebrand to be confirmed,https://www.magnific.com/blog/how-to-use-magnific-ai-image-upscaler-a-comprehensive-guide/,verified,Source-conditioned upscaling; the creativity slider spans a stretch of x within one tool (roughly 6.5 down to 4 at high creativity). Candidate placement.
survey 260812,Midjourney Editor,Midjourney,Midjourney,Image generation,hosted service,Conditioned,hybrid,4.5,3.5,persistent,"Uploaded or generated source image, selection masks (paint tool, smart select), pan/zoom regions, revised prompt; layers panel","Within a masked or selected region, the model resolves replacement content conditioned on the surrounding image and the revised prompt; pan and zoom extend the canvas outward from the source. Selection masks come from paint and smart-select tools over a layers panel.",Midjourney V7/V8 (proprietary),"External editor launched Oct 24, 2024; layers panel and smart select added in later editor updates",https://docs.midjourney.com/hc/en-us/articles/32764383466893-Editor,verified,Anchored to masked inpainting (4.5/3.5). Works on uploaded personal images as well as generations.
survey 260812,Midjourney Omni Reference,Midjourney,Midjourney,Image generation,hosted service,Conditioned,neural,3,3,iterative,"Reference image (--oref) with weight (--ow), plus text prompt","The model carries a subject or object from the supplied reference image into the generated scene, weighted by --ow; the prompt sets the scene. Invoked per generation alongside the text prompt.",Midjourney V7/V8 (proprietary),"Released in the V7 cycle, 2025, following the V7 alpha",https://aiwiki.ai/wiki/midjourney_v7,verified,Identity conditioning rather than structure conditioning; weight flag moves how far the reference governs. Secondary source; vendor doc page exists but was inaccessible to fetch.
survey 260812,Midjourney Retexture,Midjourney,Midjourney,Image generation,hosted service,Conditioned,neural,5.8,3,iterative,"Source image (structure and composition held), new style prompt","The mode regenerates lighting, materials, and surfaces from the prompt while the source image's structure and composition stay in place. Invoked as a whole-image pass in the editor.",Midjourney V7/V8 (proprietary),"Launched with the external editor, Oct 24, 2024",https://docs.midjourney.com/hc/en-us/articles/32764383466893-Editor,verified,Structure conditioning without an explicit control map — sits between img2img (5.5) and ControlNet (6.8) on x. Candidate placement.
survey 260812,AUTOMATIC1111 txt2img,AUTOMATIC1111 stable-diffusion-webui,AUTOMATIC1111 (open source),Image generation,core,Inferential,neural,2,2.5,iterative,"Prompt, negative prompt, sampler/CFG/steps/seed, scripts (X/Y/Z plot), extension hooks","The checkpoint resolves the image from the prompt; the interface exposes sampler, CFG, seed, scripts, and extension hooks that address the sampling process. Invoked per generate action.",SD1.5 / SDXL checkpoints,"v1.10 mid-2024; maintenance mode through 2026 per project discussions — minor PRs, no new-architecture support, FLUX unsupported upstream",https://github.com/AUTOMATIC1111/stable-diffusion-webui/discussions/16670,verified,img2img and inpaint tabs exist in the same software; those modes are carried by the ComfyUI and Invoke rows to keep coverage over padding.
survey 260812,ChatGPT Images 2.0 Conversational Generation,ChatGPT,OpenAI,Image generation,hosted service,Inferential,neural,1,6,persistent,Conversational prompt; prior turns and images in the chat; optional thinking mode with web search and layout reasoning,"The model reasons over the request, then resolves the image through learned structure conditioned on the running chat — earlier turns and images included. Thinking mode can consult web search and check output before returning.","GPT Image 2 (gpt-image-2), autoregressive with reasoning pass","gpt-image-1 in API Apr 2025; GPT Image 2 in API Apr 21, 2026; in ChatGPT as Images 2.0 Apr 22, 2026",https://openai.com/index/introducing-chatgpt-images-2-0/,verified,Chat context persists across turns and the reasoning pass adds recurrence inside a single invocation — y near the LLM Spatial Agent anchor (6.0). Candidate placement.
